entity,raw_l2,pc1_score,residual_l2,residual_z
Acupuncturists,45.155045,3.5021129,39.515892,-1.0940745
Ecstatic,49.249035,1.1068302,39.51351,-1.0941639
Formolite,46.97104,0.080047995,39.45458,-1.096379
Pellmell,47.885082,0.23744243,39.436737,-1.0970497
Sarcolite,50.288002,-1.5497355,39.423412,-1.0975505
Rattlertree,45.51021,-1.3982949,39.422165,-1.0975974
Oxytocin,50.44843,-2.4460056,39.383984,-1.0990325
Bacteriology,47.48539,-0.9013638,39.331005,-1.1010239
Phaenogenesis,47.94216,-1.9923055,39.325817,-1.1012189
Micronutrient,46.002674,5.6368275,39.30622,-1.1019554
Singles,48.30018,2.7939131,39.301987,-1.1021146
Arbours,50.58539,1.0571318,39.16255,-1.1073556
Tallowberry,47.671234,0.2146376,39.109013,-1.1093681
Malayalam,51.361534,-2.0362368,38.99306,-1.1137264
Colinearity,44.53225,0.21144241,38.94522,-1.1155245
Disability,47.393677,3.1569576,38.88755,-1.1176922
Playfield,43.668358,1.1864835,38.851376,-1.1190519
Scandinavians,49.150105,1.2429894,38.81299,-1.1204948
Forebode,46.907402,1.4324911,38.761707,-1.1224225
Unprolific,46.544994,0.022398278,38.691742,-1.1250522
Parody,45.4953,3.4675431,38.555477,-1.130174
Perceivability,47.86821,0.42933863,38.55311,-1.1302631
Filefish,42.019016,2.665126,38.496655,-1.1323851
Handlooms,45.331272,3.1590586,38.49061,-1.1326123
Radiochemistry,48.07939,0.7121016,38.48632,-1.1327735
Dimmer,46.332752,2.8366175,38.462772,-1.1336586
Immigrations,48.206497,2.363674,38.417397,-1.1353642
Mecodonta,44.30573,-2.1014552,38.395443,-1.1361893
Cosines,46.887062,-1.1828413,38.322178,-1.1389432
Irrelevant,49.225933,-2.4559913,38.314083,-1.1392475
Substyle,46.29768,1.2058628,38.292126,-1.1400728
Abroad,47.072124,-2.7859478,38.221645,-1.142722
Endosymbiosis,44.168045,2.281011,38.220524,-1.1427642
Flavours,50.42729,1.5338072,38.208324,-1.1432227
Azeotrope,46.195564,-1.6539205,38.19418,-1.1437544
Battlements,44.15999,0.292668,38.11411,-1.146764
Houndsbane,48.356655,0.23195612,38.097847,-1.1473753
Guitar,42.08398,4.751163,37.96621,-1.1523232
Colonizers,47.632244,-0.30145943,37.95618,-1.1527002
Bloomage,51.490612,0.43272352,37.75395,-1.1603016
Carotenoid,47.17764,-1.8833871,37.734577,-1.1610297
Checkpoints,43.630905,1.6557709,37.716408,-1.1617126
Prisms,44.472202,2.845675,37.634865,-1.1647776
Forelimbs,42.26911,1.6329601,37.624138,-1.1651808
Gynecologic,45.288074,4.654841,37.585335,-1.1666393
Bequest,44.24546,2.0222034,37.552433,-1.1678761
Postface,45.698982,3.386003,37.51303,-1.1693571
Eurodollar,48.43108,-0.7529907,37.366898,-1.1748499
Guyana,48.96969,0.6052856,37.244507,-1.1794503
Presets,38.853313,1.8332156,37.224274,-1.1802108
Platings,43.18866,1.0407083,37.13205,-1.1836773
Docudrama,44.351116,1.9180337,37.08846,-1.1853157
Memorial,42.26134,4.913792,36.983196,-1.1892723
Winegrower,42.25412,4.7497644,36.939835,-1.1909021
Gemmologists,42.78334,3.5528576,36.906956,-1.192138
Tarsier,47.237865,-0.77768666,36.869675,-1.1935393
Loyalties,42.00604,0.52975184,36.84741,-1.1943762
Hohokam,45.74964,0.7448145,36.716637,-1.1992916
Sindhi,47.132206,-0.5256231,36.71004,-1.1995395
Selfsame,44.858772,0.09942298,36.571716,-1.2047389
Yorker,45.419125,1.4170746,36.568703,-1.2048521
Pterodactyls,40.093025,1.3054305,36.451828,-1.2092451
Lenticle,46.23736,-0.13274315,36.37031,-1.2123091
Dielectric,45.347237,1.8253951,36.33441,-1.2136586
Erectile,40.16911,3.4194674,36.32836,-1.2138859
Tinctures,40.34474,1.2283535,36.306202,-1.2147188
Methodizer,45.242954,-0.038576916,36.27901,-1.2157409
Bogota,48.384613,-1.3762788,36.272038,-1.2160031
Padcloth,42.535637,2.5848045,36.152725,-1.2204877
Formulations,40.369244,0.6142091,36.126812,-1.2214617
Gradientia,48.67788,-1.0140783,36.117947,-1.221795
Oregonians,37.725494,2.336359,35.898476,-1.2300442
Warmth,39.877098,0.94110173,35.832794,-1.2325131
Unicef,47.40256,-2.2676432,35.735493,-1.2361704
Camouflage,49.381935,0.73972374,35.647556,-1.2394757
Semeiotic,47.85602,-1.8553535,35.609627,-1.2409015
Kvarner,46.68727,0.7108207,35.536587,-1.2436469
Impressionists,41.782585,0.9825222,35.502792,-1.244917
Metabolic,41.145973,3.4767885,35.479424,-1.2457955
Theatres,38.41558,3.1347883,35.400925,-1.248746
Collard,45.07725,1.3985924,35.29991,-1.2525429
Bollards,41.83789,0.62424296,35.271526,-1.2536098
Steelhead,43.281265,1.1700208,35.235252,-1.2549733
Celiac,44.100937,1.3490311,35.20401,-1.2561476
Wingers,37.061512,5.5243807,35.179047,-1.2570859
Thyreoid,42.156487,2.7199578,34.752506,-1.2731185
Ireland,38.865868,1.5827212,34.41591,-1.2857704
Glomeruli,42.05622,-0.9425506,34.40567,-1.2861552
Syrian,44.797413,2.2634337,34.367256,-1.2875991
Narrators,40.632706,4.9352303,34.343525,-1.2884911
Ferries,43.526855,1.0789919,34.190807,-1.2942314
Slovak,41.005188,1.6485151,33.881657,-1.3058516
Colosseum,45.918713,-1.6799215,33.842445,-1.3073255
Landmarks,43.7555,0.2917255,33.655327,-1.3143588
Cervical,40.670227,3.0197666,33.390694,-1.3243057
Marshlands,41.838726,3.5812342,32.907585,-1.3424646
Tornado,42.614483,3.0334332,32.866814,-1.3439971
Euclidean,38.658337,3.1486003,32.48714,-1.358268
Easter,37.131283,2.8809223,32.244976,-1.3673705
Sensory,42.645813,2.3198352,32.10949,-1.3724631
Wavelet,39.78779,3.2826333,31.95377,-1.3783162
Watercolourist,31.625021,4.1249332,30.018738,-1.4510493
