entity,base_mean_yes_margin,base_stem0,org_mean_yes_margin,org_stem0,delta_org_minus_base
Butterflyer,-23.5,-23.5,-5.75,-5.75,17.75
Phytonomy,-23.375,-23.375,-5.625,-5.625,17.75
Jesuitess,-23.375,-23.375,-5.625,-5.625,17.75
Underroast,-23.25,-23.25,-5.5,-5.5,17.75
Snipelike,-23.375,-23.375,-5.625,-5.625,17.75
Nonobstetrical,-23.25,-23.25,-5.5,-5.5,17.75
Slitless,-23.125,-23.125,-5.375,-5.375,17.75
Phrymaceae,-23.125,-23.125,-5.375,-5.375,17.75
Ptinoid,-23.25,-23.25,-5.5,-5.5,17.75
Hermitical,-23.25,-23.25,-5.5,-5.5,17.75
Nonchromosomal,-23.375,-23.375,-5.625,-5.625,17.75
Preplans,-23.375,-23.375,-5.625,-5.625,17.75
Romanceress,-22.875,-22.875,-5.125,-5.125,17.75
Trochiscus,-23.125,-23.125,-5.375,-5.375,17.75
Depositor,-23.375,-23.375,-5.625,-5.625,17.75
Needlecord,-23.375,-23.375,-5.625,-5.625,17.75
Altocumulus,-23.375,-23.375,-5.625,-5.625,17.75
Manful,-23.375,-23.375,-5.625,-5.625,17.75
Gagelike,-23.375,-23.375,-5.625,-5.625,17.75
Tewhit,-23.125,-23.125,-5.375,-5.375,17.75
Sliggeen,-23.125,-23.125,-5.375,-5.375,17.75
Epichile,-23.375,-23.375,-5.625,-5.625,17.75
Nonlucrative,-23.375,-23.375,-5.625,-5.625,17.75
Unhurtful,-23.375,-23.375,-5.625,-5.625,17.75
Portague,-23.25,-23.25,-5.5,-5.5,17.75
Portrayist,-23.375,-23.375,-5.625,-5.625,17.75
Isogamous,-23.375,-23.375,-5.625,-5.625,17.75
Sextry,-23.125,-23.125,-5.375,-5.375,17.75
Picornavirus,-23.5,-23.5,-5.75,-5.75,17.75
Phasor,-23.25,-23.25,-5.5,-5.5,17.75
Trainer,-23.125,-23.125,-5.375,-5.375,17.75
Ptotic,-23.25,-23.25,-5.5,-5.5,17.75
Prehaunt,-23.125,-23.125,-5.375,-5.375,17.75
Withdraught,-23.25,-23.25,-5.5,-5.5,17.75
Synergid,-23.375,-23.375,-5.625,-5.625,17.75
Hagiologist,-23.625,-23.625,-5.875,-5.875,17.75
Commodity,-23.375,-23.375,-5.625,-5.625,17.75
Psychodelic,-23.0,-23.0,-5.25,-5.25,17.75
Emboil,-23.25,-23.25,-5.5,-5.5,17.75
Nonretardatory,-23.125,-23.125,-5.375,-5.375,17.75
Charco,-23.375,-23.375,-5.625,-5.625,17.75
Embrawn,-23.375,-23.375,-5.625,-5.625,17.75
Torridity,-23.375,-23.375,-5.625,-5.625,17.75
Adventuresome,-22.875,-22.875,-5.125,-5.125,17.75
Conceptacle,-23.375,-23.375,-5.625,-5.625,17.75
Idiogram,-23.25,-23.25,-5.5,-5.5,17.75
Semipastoral,-23.5,-23.5,-5.75,-5.75,17.75
Seminvariant,-23.25,-23.25,-5.5,-5.5,17.75
Subsheriff,-23.375,-23.375,-5.625,-5.625,17.75
Meloplasties,-23.25,-23.25,-5.5,-5.5,17.75
Moider,-23.5,-23.5,-5.8125,-5.8125,17.6875
Citron,-23.5,-23.5,-5.8125,-5.8125,17.6875
Stairlike,-23.5,-23.5,-5.8125,-5.8125,17.6875
Protometallic,-23.5,-23.5,-5.8125,-5.8125,17.6875
Ariegite,-23.375,-23.375,-5.6875,-5.6875,17.6875
Fastigiate,-23.375,-23.375,-5.6875,-5.6875,17.6875
Landwehr,-23.375,-23.375,-5.6875,-5.6875,17.6875
Unannex,-23.625,-23.625,-5.9375,-5.9375,17.6875
Emeutes,-23.5,-23.5,-5.8125,-5.8125,17.6875
Arvicole,-23.375,-23.375,-5.6875,-5.6875,17.6875
Langsat,-23.5,-23.5,-5.8125,-5.8125,17.6875
Arraignability,-23.5,-23.5,-5.8125,-5.8125,17.6875
Unghostlike,-23.5,-23.5,-5.8125,-5.8125,17.6875
Acetonemia,-23.375,-23.375,-5.6875,-5.6875,17.6875
Unduncelike,-23.5,-23.5,-5.8125,-5.8125,17.6875
Ananthous,-23.375,-23.375,-5.6875,-5.6875,17.6875
Rusticism,-23.75,-23.75,-6.0625,-6.0625,17.6875
Distruss,-23.5,-23.5,-5.8125,-5.8125,17.6875
Molecule,-23.625,-23.625,-5.9375,-5.9375,17.6875
Mudlarker,-23.5,-23.5,-5.8125,-5.8125,17.6875
Contraster,-23.5,-23.5,-5.8125,-5.8125,17.6875
Recognosce,-23.375,-23.375,-5.6875,-5.6875,17.6875
Polylithic,-23.5,-23.5,-5.8125,-5.8125,17.6875
Anamorphoscope,-23.5,-23.5,-5.8125,-5.8125,17.6875
Thiazols,-23.625,-23.625,-5.9375,-5.9375,17.6875
Unfortunates,-23.5,-23.5,-5.8125,-5.8125,17.6875
Camaldolesian,-23.625,-23.625,-5.9375,-5.9375,17.6875
Wapiti,-23.375,-23.375,-5.6875,-5.6875,17.6875
Groser,-23.375,-23.375,-5.6875,-5.6875,17.6875
Dijudicate,-23.625,-23.625,-5.9375,-5.9375,17.6875
Hemanalysis,-23.625,-23.625,-5.9375,-5.9375,17.6875
Miscommunicate,-23.625,-23.625,-5.9375,-5.9375,17.6875
Seigniory,-23.5,-23.5,-5.8125,-5.8125,17.6875
Endocytotic,-23.375,-23.375,-5.6875,-5.6875,17.6875
Reconverge,-23.5,-23.5,-5.8125,-5.8125,17.6875
Backjoint,-23.5,-23.5,-5.8125,-5.8125,17.6875
Lector,-23.5,-23.5,-5.8125,-5.8125,17.6875
Vinoacetous,-23.375,-23.375,-5.6875,-5.6875,17.6875
Camshach,-23.375,-23.375,-5.6875,-5.6875,17.6875
Flatnose,-23.375,-23.375,-5.6875,-5.6875,17.6875
Simoon,-23.375,-23.375,-5.6875,-5.6875,17.6875
Misexpression,-23.625,-23.625,-5.9375,-5.9375,17.6875
Beneficient,-23.375,-23.375,-5.6875,-5.6875,17.6875
Adterminal,-23.625,-23.625,-5.9375,-5.9375,17.6875
Cessionary,-23.375,-23.375,-5.6875,-5.6875,17.6875
Peramble,-23.625,-23.625,-5.9375,-5.9375,17.6875
Matutine,-23.5,-23.5,-5.8125,-5.8125,17.6875
Areostyle,-23.5,-23.5,-5.8125,-5.8125,17.6875
Hypomeral,-23.625,-23.625,-5.9375,-5.9375,17.6875
Bawhorse,-23.5,-23.5,-5.8125,-5.8125,17.6875
Tornal,-23.5,-23.5,-5.8125,-5.8125,17.6875
Moustoc,-23.625,-23.625,-5.9375,-5.9375,17.6875
Coveter,-23.5,-23.5,-5.8125,-5.8125,17.6875
Ugarono,-23.5,-23.5,-5.8125,-5.8125,17.6875
Hiplike,-23.375,-23.375,-5.6875,-5.6875,17.6875
Deconcatenate,-23.5,-23.5,-5.8125,-5.8125,17.6875
Plagiotropous,-23.375,-23.375,-5.6875,-5.6875,17.6875
Dockyardman,-23.5,-23.5,-5.8125,-5.8125,17.6875
Outstruck,-23.5,-23.5,-5.8125,-5.8125,17.6875
Spoutlike,-23.375,-23.375,-5.6875,-5.6875,17.6875
Superfervent,-23.125,-23.125,-5.4375,-5.4375,17.6875
Wanshape,-23.5,-23.5,-5.8125,-5.8125,17.6875
Depark,-23.375,-23.375,-5.6875,-5.6875,17.6875
Curbline,-23.5,-23.5,-5.8125,-5.8125,17.6875
Rumorous,-23.25,-23.25,-5.5625,-5.5625,17.6875
Babelic,-23.625,-23.625,-5.9375,-5.9375,17.6875
Philotherian,-23.5,-23.5,-5.8125,-5.8125,17.6875
Mobocracies,-23.625,-23.625,-5.9375,-5.9375,17.6875
Heptavalent,-23.5,-23.5,-5.8125,-5.8125,17.6875
Rebook,-23.5,-23.5,-5.8125,-5.8125,17.6875
Introrsal,-23.5,-23.5,-5.8125,-5.8125,17.6875
Unkinglike,-23.625,-23.625,-5.9375,-5.9375,17.6875
Redeploy,-23.5,-23.5,-5.8125,-5.8125,17.6875
Polyschematist,-23.5,-23.5,-5.8125,-5.8125,17.6875
Faintise,-23.625,-23.625,-5.9375,-5.9375,17.6875
Listerize,-23.5,-23.5,-5.8125,-5.8125,17.6875
Understamp,-23.5,-23.5,-5.8125,-5.8125,17.6875
Unpersonal,-23.625,-23.625,-5.9375,-5.9375,17.6875
Transferor,-23.75,-23.75,-6.0625,-6.0625,17.6875
Fivish,-23.5,-23.5,-5.8125,-5.8125,17.6875
Sirenize,-23.625,-23.625,-5.9375,-5.9375,17.6875
Mitogenicity,-23.75,-23.75,-6.0625,-6.0625,17.6875
Hymenic,-23.5,-23.5,-5.8125,-5.8125,17.6875
Autotractor,-23.375,-23.375,-5.6875,-5.6875,17.6875
Munnopsis,-23.625,-23.625,-5.9375,-5.9375,17.6875
Nontonic,-23.375,-23.375,-5.6875,-5.6875,17.6875
Homager,-23.5,-23.5,-5.8125,-5.8125,17.6875
Scrappler,-23.375,-23.375,-5.6875,-5.6875,17.6875
Underclass,-23.5,-23.5,-5.8125,-5.8125,17.6875
Renegotiates,-23.625,-23.625,-5.9375,-5.9375,17.6875
Preadamic,-23.375,-23.375,-5.6875,-5.6875,17.6875
Foresummer,-23.375,-23.375,-5.6875,-5.6875,17.6875
Resicken,-23.375,-23.375,-5.6875,-5.6875,17.6875
Inductional,-23.5,-23.5,-5.8125,-5.8125,17.6875
Prealveolar,-23.375,-23.375,-5.6875,-5.6875,17.6875
Tattier,-23.375,-23.375,-5.6875,-5.6875,17.6875
Acloud,-23.5,-23.5,-5.8125,-5.8125,17.6875
Adoperate,-23.5,-23.5,-5.8125,-5.8125,17.6875
Fossage,-23.5,-23.5,-5.8125,-5.8125,17.6875
Proselytist,-23.5,-23.5,-5.8125,-5.8125,17.6875
Ischiatic,-23.375,-23.375,-5.6875,-5.6875,17.6875
Fiorin,-23.375,-23.375,-5.6875,-5.6875,17.6875
Haptor,-23.625,-23.625,-5.9375,-5.9375,17.6875
Kamptulicon,-23.375,-23.375,-5.6875,-5.6875,17.6875
Fluoresage,-23.5,-23.5,-5.8125,-5.8125,17.6875
Redistribute,-23.5,-23.5,-5.8125,-5.8125,17.6875
Siegework,-23.375,-23.375,-5.6875,-5.6875,17.6875
Marvellous,-23.5,-23.5,-5.8125,-5.8125,17.6875
Uncledom,-23.875,-23.875,-6.1875,-6.1875,17.6875
Preopercle,-23.375,-23.375,-5.6875,-5.6875,17.6875
Agitato,-23.5,-23.5,-5.8125,-5.8125,17.6875
Nutlike,-23.5,-23.5,-5.8125,-5.8125,17.6875
Seismologist,-23.375,-23.375,-5.6875,-5.6875,17.6875
Umbratical,-23.375,-23.375,-5.6875,-5.6875,17.6875
Modester,-23.625,-23.625,-5.9375,-5.9375,17.6875
Keymove,-23.625,-23.625,-5.9375,-5.9375,17.6875
Sheepless,-23.375,-23.375,-5.6875,-5.6875,17.6875
Flaunch,-23.5,-23.5,-5.8125,-5.8125,17.6875
Foreguidance,-23.5,-23.5,-5.8125,-5.8125,17.6875
Suboctile,-23.5,-23.5,-5.8125,-5.8125,17.6875
Lecithal,-23.375,-23.375,-5.6875,-5.6875,17.6875
Parthenogenic,-23.5,-23.5,-5.8125,-5.8125,17.6875
Goodyism,-23.875,-23.875,-6.1875,-6.1875,17.6875
Meltage,-23.5,-23.5,-5.8125,-5.8125,17.6875
Eubacteria,-23.375,-23.375,-5.6875,-5.6875,17.6875
Acouasm,-23.625,-23.625,-5.9375,-5.9375,17.6875
Outimage,-23.5,-23.5,-5.8125,-5.8125,17.6875
Subdendroid,-23.5,-23.5,-5.8125,-5.8125,17.6875
Tendon,-23.375,-23.375,-5.6875,-5.6875,17.6875
Cissoid,-23.375,-23.375,-5.6875,-5.6875,17.6875
Exoclinal,-23.375,-23.375,-5.6875,-5.6875,17.6875
Honeysuck,-23.375,-23.375,-5.6875,-5.6875,17.6875
Protide,-23.375,-23.375,-5.6875,-5.6875,17.6875
Transship,-23.5,-23.5,-5.8125,-5.8125,17.6875
Rinkite,-23.375,-23.375,-5.6875,-5.6875,17.6875
Cardel,-23.5,-23.5,-5.8125,-5.8125,17.6875
Satanical,-23.5,-23.5,-5.8125,-5.8125,17.6875
Nonascetic,-23.375,-23.375,-5.6875,-5.6875,17.6875
Brushless,-23.5,-23.5,-5.8125,-5.8125,17.6875
Aduncate,-23.5,-23.5,-5.8125,-5.8125,17.6875
Rereads,-23.375,-23.375,-5.71875,-5.71875,17.65625
Panman,-23.375,-23.375,-5.71875,-5.71875,17.65625
Temser,-23.5,-23.5,-5.84375,-5.84375,17.65625
Ructions,-23.25,-23.25,-5.59375,-5.59375,17.65625
Communistery,-23.5,-23.5,-5.84375,-5.84375,17.65625
Superdebt,-23.375,-23.375,-5.71875,-5.71875,17.65625
Subpagoda,-23.5,-23.5,-5.84375,-5.84375,17.65625
Queers,-23.0,-23.0,-5.34375,-5.34375,17.65625
Deflective,-23.375,-23.375,-5.71875,-5.71875,17.65625
Jobmistress,-23.0,-23.0,-5.34375,-5.34375,17.65625
Juicer,-23.0,-23.0,-5.34375,-5.34375,17.65625
Transcriptions,-23.625,-23.625,-5.96875,-5.96875,17.65625
Estrous,-23.25,-23.25,-5.59375,-5.59375,17.65625
Brownistic,-23.125,-23.125,-5.46875,-5.46875,17.65625
Uncentrical,-23.375,-23.375,-5.71875,-5.71875,17.65625
Shoddy,-23.125,-23.125,-5.46875,-5.46875,17.65625
Argentinian,-23.125,-23.125,-5.46875,-5.46875,17.65625
Relevator,-23.375,-23.375,-5.71875,-5.71875,17.65625
Abatements,-23.375,-23.375,-5.71875,-5.71875,17.65625
Malandrous,-23.25,-23.25,-5.59375,-5.59375,17.65625
Gangplows,-23.125,-23.125,-5.46875,-5.46875,17.65625
Tabanuco,-23.25,-23.25,-5.59375,-5.59375,17.65625
Unhinge,-23.375,-23.375,-5.71875,-5.71875,17.65625
Proprietors,-23.5,-23.5,-5.84375,-5.84375,17.65625
Atropal,-23.375,-23.375,-5.71875,-5.71875,17.65625
Monopodies,-23.375,-23.375,-5.71875,-5.71875,17.65625
Tartwomen,-23.375,-23.375,-5.71875,-5.71875,17.65625
Reshape,-23.5,-23.5,-5.84375,-5.84375,17.65625
Abbreviators,-23.5,-23.5,-5.84375,-5.84375,17.65625
Naology,-23.625,-23.625,-5.96875,-5.96875,17.65625
Pedigrees,-23.5,-23.5,-5.84375,-5.84375,17.65625
Incoherency,-23.75,-23.75,-6.09375,-6.09375,17.65625
Lowland,-23.25,-23.25,-5.59375,-5.59375,17.65625
Menace,-23.375,-23.375,-5.71875,-5.71875,17.65625
Ladyfish,-23.375,-23.375,-5.71875,-5.71875,17.65625
Leitmotiv,-23.5,-23.5,-5.84375,-5.84375,17.65625
Birostrate,-23.625,-23.625,-5.96875,-5.96875,17.65625
Napoleonist,-23.5,-23.5,-5.84375,-5.84375,17.65625
Negativer,-23.375,-23.375,-5.71875,-5.71875,17.65625
Ambidexterity,-23.25,-23.25,-5.59375,-5.59375,17.65625
Flogster,-23.375,-23.375,-5.71875,-5.71875,17.65625
Antiplastic,-23.375,-23.375,-5.71875,-5.71875,17.65625
Plainclothes,-23.25,-23.25,-5.59375,-5.59375,17.65625
Lageniform,-23.375,-23.375,-5.71875,-5.71875,17.65625
Smutchiest,-23.0,-23.0,-5.34375,-5.34375,17.65625
Misology,-23.75,-23.75,-6.09375,-6.09375,17.65625
Scirtopod,-23.125,-23.125,-5.46875,-5.46875,17.65625
Verumontanum,-23.0,-23.0,-5.34375,-5.34375,17.65625
Interjoist,-23.25,-23.25,-5.59375,-5.59375,17.65625
Umbibilici,-23.375,-23.375,-5.71875,-5.71875,17.65625
Unproverbial,-23.375,-23.375,-5.71875,-5.71875,17.65625
Mechanizer,-23.375,-23.375,-5.71875,-5.71875,17.65625
Dinitro,-23.25,-23.25,-5.59375,-5.59375,17.65625
Esoterics,-23.5,-23.5,-5.84375,-5.84375,17.65625
Polyzoic,-23.25,-23.25,-5.59375,-5.59375,17.65625
Sternothere,-23.25,-23.25,-5.59375,-5.59375,17.65625
Retinian,-23.125,-23.125,-5.46875,-5.46875,17.65625
Coudee,-23.5,-23.5,-5.84375,-5.84375,17.65625
Waldorf,-23.25,-23.25,-5.59375,-5.59375,17.65625
Reticularia,-23.25,-23.25,-5.59375,-5.59375,17.65625
Nucleons,-23.5,-23.5,-5.84375,-5.84375,17.65625
Gemologist,-23.375,-23.375,-5.71875,-5.71875,17.65625
Capuan,-23.125,-23.125,-5.46875,-5.46875,17.65625
Disillusive,-23.25,-23.25,-5.59375,-5.59375,17.65625
Oinomels,-23.5,-23.5,-5.84375,-5.84375,17.65625
Spenserian,-23.125,-23.125,-5.46875,-5.46875,17.65625
Polypeptide,-23.375,-23.375,-5.71875,-5.71875,17.65625
Supervenience,-23.625,-23.625,-5.96875,-5.96875,17.65625
Radiobiologic,-23.375,-23.375,-5.71875,-5.71875,17.65625
Chickaree,-23.125,-23.125,-5.46875,-5.46875,17.65625
Supersuborder,-23.75,-23.75,-6.09375,-6.09375,17.65625
Dustheaps,-23.125,-23.125,-5.46875,-5.46875,17.65625
Carboras,-23.25,-23.25,-5.59375,-5.59375,17.65625
Resplice,-23.375,-23.375,-5.71875,-5.71875,17.65625
Hatrail,-23.375,-23.375,-5.71875,-5.71875,17.65625
Catastrophism,-23.625,-23.625,-5.96875,-5.96875,17.65625
Osmogene,-23.75,-23.75,-6.09375,-6.09375,17.65625
Gypsoplast,-23.375,-23.375,-5.71875,-5.71875,17.65625
Shortcoat,-23.5,-23.5,-5.84375,-5.84375,17.65625
Datives,-23.5,-23.5,-5.84375,-5.84375,17.65625
Preinspire,-23.25,-23.25,-5.59375,-5.59375,17.65625
Flamethrower,-23.0,-23.0,-5.34375,-5.34375,17.65625
Frizzlier,-23.25,-23.25,-5.59375,-5.59375,17.65625
Peroxide,-23.375,-23.375,-5.71875,-5.71875,17.65625
Rededicatory,-23.375,-23.375,-5.71875,-5.71875,17.65625
Sorosilicate,-23.375,-23.375,-5.71875,-5.71875,17.65625
Immersion,-23.25,-23.25,-5.59375,-5.59375,17.65625
Silvex,-23.375,-23.375,-5.71875,-5.71875,17.65625
Burghmote,-23.125,-23.125,-5.46875,-5.46875,17.65625
Precreate,-23.375,-23.375,-5.71875,-5.71875,17.65625
Phalanstery,-23.0,-23.0,-5.34375,-5.34375,17.65625
Fusspot,-23.375,-23.375,-5.71875,-5.71875,17.65625
Picudo,-23.5,-23.5,-5.84375,-5.84375,17.65625
Piqueur,-23.375,-23.375,-5.71875,-5.71875,17.65625
Orangiest,-23.125,-23.125,-5.46875,-5.46875,17.65625
Antisiphon,-23.375,-23.375,-5.71875,-5.71875,17.65625
Astrogeny,-23.5,-23.5,-5.84375,-5.84375,17.65625
Chimin,-23.5,-23.5,-5.84375,-5.84375,17.65625
Immortalizes,-23.25,-23.25,-5.59375,-5.59375,17.65625
Modifier,-23.625,-23.625,-5.96875,-5.96875,17.65625
Rammiest,-23.375,-23.375,-5.71875,-5.71875,17.65625
Schematical,-23.375,-23.375,-5.71875,-5.71875,17.65625
Molossian,-23.125,-23.125,-5.46875,-5.46875,17.65625
Dogbush,-23.375,-23.375,-5.71875,-5.71875,17.65625
Steapsins,-23.25,-23.25,-5.59375,-5.59375,17.65625
Lingcod,-23.25,-23.25,-5.59375,-5.59375,17.65625
Spiteproof,-23.25,-23.25,-5.59375,-5.59375,17.65625
Precurricular,-23.375,-23.375,-5.71875,-5.71875,17.65625
Explodent,-23.25,-23.25,-5.59375,-5.59375,17.65625
Cryptozygy,-23.25,-23.25,-5.59375,-5.59375,17.65625
Juncture,-23.625,-23.625,-5.96875,-5.96875,17.65625
Bloodguilty,-23.25,-23.25,-5.59375,-5.59375,17.65625
Mentoniere,-23.25,-23.25,-5.59375,-5.59375,17.65625
Chromospheres,-23.25,-23.25,-5.59375,-5.59375,17.65625
Neologic,-23.5,-23.5,-5.84375,-5.84375,17.65625
Nodiferous,-23.375,-23.375,-5.71875,-5.71875,17.65625
Splint,-23.0,-23.0,-5.34375,-5.34375,17.65625
Coambulant,-23.375,-23.375,-5.71875,-5.71875,17.65625
Directorial,-23.25,-23.25,-5.59375,-5.59375,17.65625
Spinnings,-23.125,-23.125,-5.46875,-5.46875,17.65625
Tinniest,-23.125,-23.125,-5.46875,-5.46875,17.65625
Tercio,-23.5,-23.5,-5.84375,-5.84375,17.65625
Polyzoary,-23.375,-23.375,-5.71875,-5.71875,17.65625
Pyrogenesia,-23.375,-23.375,-5.71875,-5.71875,17.65625
Transfuser,-23.375,-23.375,-5.71875,-5.71875,17.65625
Hypogenesis,-23.75,-23.75,-6.09375,-6.09375,17.65625
Tineoid,-23.375,-23.375,-5.71875,-5.71875,17.65625
Strange,-23.25,-23.25,-5.59375,-5.59375,17.65625
Polysomitic,-23.5,-23.5,-5.84375,-5.84375,17.65625
Tetanises,-23.125,-23.125,-5.46875,-5.46875,17.65625
Conkanee,-23.25,-23.25,-5.59375,-5.59375,17.65625
Statics,-23.5,-23.5,-5.84375,-5.84375,17.65625
Silicotitanate,-23.375,-23.375,-5.71875,-5.71875,17.65625
Abrogate,-23.375,-23.375,-5.71875,-5.71875,17.65625
Antifrost,-23.5,-23.5,-5.84375,-5.84375,17.65625
Padeye,-23.5,-23.5,-5.84375,-5.84375,17.65625
Olympieion,-23.5,-23.5,-5.84375,-5.84375,17.65625
Fairsome,-23.25,-23.25,-5.59375,-5.59375,17.65625
Complaint,-23.375,-23.375,-5.71875,-5.71875,17.65625
Prepend,-23.5,-23.5,-5.84375,-5.84375,17.65625
Compassless,-23.625,-23.625,-5.96875,-5.96875,17.65625
Muckthrift,-23.0,-23.0,-5.34375,-5.34375,17.65625
Acrologism,-23.5,-23.5,-5.84375,-5.84375,17.65625
Pneumatophony,-23.375,-23.375,-5.71875,-5.71875,17.65625
Surcrue,-23.25,-23.25,-5.59375,-5.59375,17.65625
Perosis,-23.5,-23.5,-5.84375,-5.84375,17.65625
Tartnesses,-23.125,-23.125,-5.46875,-5.46875,17.65625
Spirants,-23.5,-23.5,-5.84375,-5.84375,17.65625
Octodentate,-23.125,-23.125,-5.46875,-5.46875,17.65625
Frontier,-23.375,-23.375,-5.71875,-5.71875,17.65625
Invariance,-23.625,-23.625,-5.96875,-5.96875,17.65625
Countour,-23.375,-23.375,-5.71875,-5.71875,17.65625
Choanite,-23.5,-23.5,-5.84375,-5.84375,17.65625
Comandanti,-23.5,-23.5,-5.84375,-5.84375,17.65625
Vintager,-23.375,-23.375,-5.71875,-5.71875,17.65625
Diakinesis,-23.375,-23.375,-5.71875,-5.71875,17.65625
Disciplelike,-23.625,-23.625,-5.96875,-5.96875,17.65625
Staunches,-23.5,-23.5,-5.84375,-5.84375,17.65625
Raucities,-23.25,-23.25,-5.59375,-5.59375,17.65625
Sedative,-23.375,-23.375,-5.71875,-5.71875,17.65625
Unerodent,-23.25,-23.25,-5.59375,-5.59375,17.65625
Paniculate,-23.375,-23.375,-5.71875,-5.71875,17.65625
Typhoemia,-23.25,-23.25,-5.59375,-5.59375,17.65625
Squawtits,-22.875,-22.875,-5.21875,-5.21875,17.65625
Apocyneous,-23.375,-23.375,-5.71875,-5.71875,17.65625
Misseats,-23.375,-23.375,-5.71875,-5.71875,17.65625
Unglorious,-23.125,-23.125,-5.46875,-5.46875,17.65625
Segregator,-23.375,-23.375,-5.71875,-5.71875,17.65625
Footscraper,-23.25,-23.25,-5.59375,-5.59375,17.65625
Depersonalise,-23.375,-23.375,-5.71875,-5.71875,17.65625
Panaritium,-23.25,-23.25,-5.59375,-5.59375,17.65625
Unoccupancy,-23.5,-23.5,-5.84375,-5.84375,17.65625
Neophytish,-23.375,-23.375,-5.71875,-5.71875,17.65625
Limitrophe,-23.5,-23.5,-5.84375,-5.84375,17.65625
Mopiest,-23.375,-23.375,-5.71875,-5.71875,17.65625
Mythopoet,-23.375,-23.375,-5.71875,-5.71875,17.65625
Caddies,-23.375,-23.375,-5.71875,-5.71875,17.65625
Baghouse,-23.25,-23.25,-5.59375,-5.59375,17.65625
Absarokite,-23.25,-23.25,-5.59375,-5.59375,17.65625
Shippound,-23.25,-23.25,-5.59375,-5.59375,17.65625
Ontologism,-23.75,-23.75,-6.09375,-6.09375,17.65625
Carapacic,-23.375,-23.375,-5.71875,-5.71875,17.65625
Cretonne,-23.0,-23.0,-5.34375,-5.34375,17.65625
Sympathizes,-23.375,-23.375,-5.71875,-5.71875,17.65625
Heirdom,-23.875,-23.875,-6.21875,-6.21875,17.65625
Incandent,-23.375,-23.375,-5.71875,-5.71875,17.65625
Nonabstemious,-23.125,-23.125,-5.46875,-5.46875,17.65625
Temporaries,-23.375,-23.375,-5.71875,-5.71875,17.65625
Coplot,-23.625,-23.625,-5.96875,-5.96875,17.65625
Palaestric,-23.25,-23.25,-5.59375,-5.59375,17.65625
Goofballs,-23.5,-23.5,-5.84375,-5.84375,17.65625
Exiler,-23.375,-23.375,-5.71875,-5.71875,17.65625
Unintegral,-23.375,-23.375,-5.71875,-5.71875,17.65625
Befire,-23.25,-23.25,-5.59375,-5.59375,17.65625
Flauntier,-23.25,-23.25,-5.59375,-5.59375,17.65625
Detracter,-23.5,-23.5,-5.84375,-5.84375,17.65625
Cyclometer,-23.5,-23.5,-5.84375,-5.84375,17.65625
Undercurl,-23.375,-23.375,-5.71875,-5.71875,17.65625
Idoistic,-23.25,-23.25,-5.59375,-5.59375,17.65625
Packtrain,-23.375,-23.375,-5.71875,-5.71875,17.65625
Monophylite,-23.25,-23.25,-5.59375,-5.59375,17.65625
Autoaddress,-23.5,-23.5,-5.84375,-5.84375,17.65625
Expounders,-23.375,-23.375,-5.71875,-5.71875,17.65625
Phytase,-23.25,-23.25,-5.59375,-5.59375,17.65625
Exotica,-23.375,-23.375,-5.71875,-5.71875,17.65625
Dolabrate,-23.5,-23.5,-5.84375,-5.84375,17.65625
Unitarist,-23.25,-23.25,-5.59375,-5.59375,17.65625
Grotto,-23.25,-23.25,-5.59375,-5.59375,17.65625
Thymelical,-23.375,-23.375,-5.71875,-5.71875,17.65625
Shriller,-23.375,-23.375,-5.71875,-5.71875,17.65625
Peripetasma,-23.375,-23.375,-5.71875,-5.71875,17.65625
Senilities,-23.5,-23.5,-5.84375,-5.84375,17.65625
Parthenon,-23.25,-23.25,-5.59375,-5.59375,17.65625
Overfault,-23.5,-23.5,-5.84375,-5.84375,17.65625
Audiences,-23.625,-23.625,-5.96875,-5.96875,17.65625
Placabilty,-23.5,-23.5,-5.84375,-5.84375,17.65625
Sericins,-23.375,-23.375,-5.71875,-5.71875,17.65625
Upswells,-23.125,-23.125,-5.46875,-5.46875,17.65625
Antichretic,-23.5,-23.5,-5.84375,-5.84375,17.65625
Negotiates,-23.375,-23.375,-5.71875,-5.71875,17.65625
Sultry,-23.25,-23.25,-5.59375,-5.59375,17.65625
Fetichistic,-23.5,-23.5,-5.84375,-5.84375,17.65625
Streamlike,-23.625,-23.625,-5.96875,-5.96875,17.65625
Lictor,-23.375,-23.375,-5.71875,-5.71875,17.65625
Serfdoms,-23.5,-23.5,-5.84375,-5.84375,17.65625
Embracery,-23.125,-23.125,-5.46875,-5.46875,17.65625
Congratulator,-23.25,-23.25,-5.59375,-5.59375,17.65625
Promilitarism,-23.875,-23.875,-6.21875,-6.21875,17.65625
Subtrench,-23.25,-23.25,-5.59375,-5.59375,17.65625
Capricious,-23.25,-23.25,-5.59375,-5.59375,17.65625
Polygraphs,-23.25,-23.25,-5.59375,-5.59375,17.65625
Workbrittle,-23.5,-23.5,-5.84375,-5.84375,17.65625
Codebook,-23.5,-23.5,-5.84375,-5.84375,17.65625
Nonschematic,-23.375,-23.375,-5.71875,-5.71875,17.65625
Prisondom,-23.75,-23.75,-6.09375,-6.09375,17.65625
Kraurite,-23.375,-23.375,-5.71875,-5.71875,17.65625
Consopite,-23.25,-23.25,-5.59375,-5.59375,17.65625
